l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment,l_receipmonth
19618,652,46,3,38.0,59000.7,0.01,0.08,N,O,1998-06-11,1998-07-12,1998-06-16,NONE,AIR,ver according to the carefully r,1998
19681,1630,72,4,4.0,6126.52,0.08,0.07,N,O,1998-01-01,1998-02-19,1998-01-10,TAKE BACK RETURN,AIR,ithely regular foxes h,1998
19712,1380,81,2,41.0,52536.58,0.09,0.05,N,O,1998-03-10,1998-04-07,1998-04-03,COLLECT COD,AIR,ully unusual dolphins. stealth,1998
19878,166,19,2,43.0,45844.88,0.1,0.03,N,O,1998-03-06,1998-03-05,1998-03-24,DELIVER IN PERSON,AIR,thely final notornis. carefully specia,1998
19942,1862,63,2,3.0,5291.58,0.1,0.04,N,O,1998-06-01,1998-07-05,1998-06-06,COLLECT COD,AIR, regular foxes nag quickly a,1998
19968,1022,28,6,44.0,40612.88,0.1,0.07,N,O,1997-12-30,1998-02-07,1998-01-18,TAKE BACK RETURN,AIR, deposits cajole slyly slyly fina,1998
20005,574,75,5,23.0,33915.11,0.04,0.02,N,O,1998-03-31,1998-04-26,1998-04-15,COLLECT COD,AIR,after the blith,1998
20039,1145,18,2,44.0,46030.16,0.06,0.02,N,O,1998-05-21,1998-06-11,1998-06-09,TAKE BACK RETURN,AIR,"ions use regular, idle accou",1998
20423,396,97,2,39.0,50559.21,0.1,0.03,N,O,1998-01-23,1998-01-03,1998-02-22,NONE,AIR,ously according to th,1998
20550,1114,23,2,34.0,34513.74,0.01,0.04,N,O,1998-07-08,1998-07-26,1998-07-11,DELIVER IN PERSON,AIR,"to beans. final, stealthy ",1998
20608,1219,57,1,25.0,28005.25,0.1,0.06,N,O,1998-06-10,1998-04-27,1998-06-13,NONE,AIR,y silent somas; final foxes wake qui,1998
20608,1893,94,3,11.0,19743.79,0.03,0.07,N,O,1998-05-14,1998-05-20,1998-06-05,TAKE BACK RETURN,AIR,althy instructions are ca,1998
20608,110,63,6,14.0,14141.54,0.08,0.06,N,O,1998-04-09,1998-05-08,1998-04-19,TAKE BACK RETURN,AIR,iously slow accounts. slyly,1998
20640,786,87,5,47.0,79278.66,0.0,0.02,N,O,1998-01-24,1998-02-17,1998-01-30,NONE,AIR,riously unusual accounts.,1998
21060,824,25,3,4.0,6899.28,0.07,0.03,N,O,1998-08-22,1998-08-03,1998-09-15,NONE,AIR,pitaphs. enticingly un,1998
21123,1828,72,6,26.0,44975.32,0.08,0.03,N,O,1998-11-14,1998-09-22,1998-11-29,DELIVER IN PERSON,AIR,ges above the final ,1998
21152,165,92,2,24.0,25563.84,0.05,0.07,N,O,1997-12-30,1997-11-25,1998-01-20,DELIVER IN PERSON,AIR,thlessly express accounts caj,1998
21216,1796,81,1,35.0,59422.65,0.04,0.05,N,O,1998-09-02,1998-09-23,1998-09-10,COLLECT COD,AIR,usly about the final ,1998
21280,121,100,3,36.0,36760.32,0.04,0.05,N,O,1998-01-25,1998-01-31,1998-02-19,DELIVER IN PERSON,AIR,packages. pending requests will are,1998
21282,502,33,4,12.0,16830.0,0.03,0.03,N,O,1998-05-18,1998-06-27,1998-05-21,TAKE BACK RETURN,AIR,"press epitaphs after the unusual, ironic e",1998
21282,119,98,5,43.0,43821.73,0.02,0.03,N,O,1998-06-26,1998-06-18,1998-06-30,DELIVER IN PERSON,AIR,ave accounts. slyly pending deposit,1998
21408,687,19,1,9.0,14289.12,0.02,0.02,N,O,1997-12-12,1997-11-15,1998-01-03,DELIVER IN PERSON,AIR,shall are carefully quickl,1998
21698,7,58,7,34.0,30838.0,0.05,0.08,N,O,1998-06-11,1998-04-25,1998-07-09,DELIVER IN PERSON,AIR,osits hang slyly even reques,1998
21767,1239,14,4,1.0,1140.23,0.02,0.01,N,O,1998-06-29,1998-06-12,1998-07-15,COLLECT COD,AIR, blithely blithely pending deposit,1998
21858,508,99,1,36.0,50706.0,0.02,0.0,N,O,1997-12-30,1997-12-17,1998-01-24,COLLECT COD,AIR,cording to the packages. blithe,1998
21858,419,20,7,21.0,27707.61,0.03,0.08,N,O,1998-01-18,1997-12-10,1998-02-06,DELIVER IN PERSON,AIR,"usual, regular requests. regular, ",1998
21895,1660,2,5,47.0,73398.02,0.01,0.06,N,O,1998-07-30,1998-07-30,1998-08-07,COLLECT COD,AIR,ong the final theodolites play blithely,1998
21920,622,23,2,1.0,1522.62,0.03,0.05,N,O,1998-03-20,1998-04-14,1998-03-21,COLLECT COD,AIR,ss packages: carefully unusua,1998
21923,314,71,4,50.0,60715.5,0.07,0.06,N,O,1998-08-19,1998-07-27,1998-09-06,COLLECT COD,AIR, deposits. care,1998
22146,528,59,4,26.0,37141.52,0.08,0.02,N,O,1998-07-12,1998-08-11,1998-08-04,DELIVER IN PERSON,AIR, the blithely special deposits sleep fluff,1998
22148,170,49,5,48.0,51368.16,0.04,0.04,N,O,1998-06-12,1998-06-11,1998-06-20,DELIVER IN PERSON,AIR,l deposits cajole. slyly ,1998
22150,11,87,2,4.0,3644.04,0.09,0.01,N,O,1998-05-25,1998-04-19,1998-06-16,NONE,AIR,unts believe. express req,1998
22247,381,66,3,36.0,46129.68,0.07,0.0,N,O,1998-04-17,1998-06-11,1998-05-16,COLLECT COD,AIR,e furiously regular deposits. furio,1998
22247,669,32,6,27.0,42380.82,0.1,0.06,N,O,1998-06-12,1998-05-22,1998-06-24,TAKE BACK RETURN,AIR,above the theodolites-- fluffily f,1998
22277,359,44,2,47.0,59189.45,0.07,0.04,N,O,1998-07-13,1998-04-30,1998-08-03,NONE,AIR, sleep. packages according to the even ,1998
22277,1872,59,6,39.0,69180.93,0.01,0.0,N,O,1998-04-30,1998-06-04,1998-05-18,NONE,AIR, carefully. even sentiment,1998
22310,1167,40,6,15.0,16022.4,0.06,0.0,N,O,1998-02-23,1998-01-11,1998-03-25,NONE,AIR,y express fo,1998
22340,1077,48,1,43.0,42057.01,0.05,0.06,N,O,1998-08-09,1998-07-14,1998-09-01,NONE,AIR,sleep against the special gifts. ,1998
22403,468,98,2,44.0,60212.24,0.09,0.0,N,O,1998-11-29,1998-09-29,1998-12-05,COLLECT COD,AIR,. slyly special deposits use ,1998
22438,1780,7,5,43.0,72316.54,0.02,0.01,N,O,1998-01-19,1997-11-11,1998-02-02,DELIVER IN PERSON,AIR,hely unusual courts print slyly final,1998
22464,1676,100,1,33.0,52063.11,0.06,0.04,N,O,1998-05-26,1998-04-30,1998-06-19,NONE,AIR,s boost sly,1998
22503,1699,82,1,5.0,8003.45,0.0,0.0,N,O,1998-01-16,1998-01-25,1998-01-23,TAKE BACK RETURN,AIR,posits along the fur,1998
22565,462,92,6,43.0,58585.78,0.05,0.0,N,O,1998-05-12,1998-04-07,1998-06-02,DELIVER IN PERSON,AIR,e furiously fin,1998
22566,1647,89,3,8.0,12389.12,0.0,0.08,N,O,1998-08-01,1998-06-05,1998-08-22,COLLECT COD,AIR,to beans. ev,1998
22659,43,44,3,17.0,16031.68,0.1,0.04,N,O,1998-08-27,1998-09-05,1998-09-05,COLLECT COD,AIR,e around the ironic packag,1998
22662,68,44,4,41.0,39690.46,0.03,0.03,N,O,1998-07-03,1998-07-23,1998-07-25,TAKE BACK RETURN,AIR,posits wake ,1998
22788,236,91,4,3.0,3408.69,0.03,0.03,N,O,1998-06-07,1998-07-21,1998-07-04,DELIVER IN PERSON,AIR,blithely final packages haggle. f,1998
22790,183,84,1,26.0,28162.68,0.09,0.08,N,O,1998-04-07,1998-04-29,1998-04-18,COLLECT COD,AIR,requests. b,1998
22790,843,77,4,16.0,27901.44,0.04,0.01,N,O,1998-06-07,1998-04-28,1998-06-28,COLLECT COD,AIR,"pending platelets wake carefully idle, regu",1998
22949,1866,10,3,39.0,68946.54,0.01,0.03,N,O,1998-07-01,1998-07-18,1998-07-07,DELIVER IN PERSON,AIR,ckly. fluffily blithe platelets wake qu,1998
23077,1098,69,4,26.0,25976.34,0.04,0.06,N,O,1998-05-21,1998-04-22,1998-06-04,NONE,AIR,final requests haggle quickl,1998
23173,1433,51,2,47.0,62718.21,0.04,0.07,N,O,1998-08-10,1998-07-29,1998-09-08,NONE,AIR,regular instr,1998
23203,1313,28,1,10.0,12143.1,0.06,0.03,N,O,1998-01-31,1997-12-18,1998-02-05,TAKE BACK RETURN,AIR,"n packages mold furiously silent, s",1998
23269,309,10,1,47.0,56837.1,0.03,0.01,N,O,1998-05-30,1998-04-08,1998-06-28,TAKE BACK RETURN,AIR,"s. ironic,",1998
23269,1025,31,2,48.0,44448.96,0.04,0.02,N,O,1998-05-17,1998-04-18,1998-06-15,COLLECT COD,AIR,xes mold blithely about the i,1998
23397,773,74,3,26.0,43518.02,0.09,0.04,N,O,1998-11-07,1998-08-27,1998-11-30,NONE,AIR," regular, careful sheaves",1998
23397,1753,80,5,24.0,39714.0,0.0,0.01,N,O,1998-07-26,1998-08-18,1998-08-19,COLLECT COD,AIR,lithely ironic pains. fi,1998
23461,338,39,1,5.0,6191.65,0.05,0.08,N,O,1998-07-20,1998-06-28,1998-08-08,NONE,AIR,s? carefully ironic excuses,1998
23521,1055,56,3,6.0,5736.3,0.04,0.06,N,O,1998-04-02,1998-05-04,1998-04-04,DELIVER IN PERSON,AIR, wake slyly iro,1998
23552,905,40,2,14.0,25282.6,0.06,0.01,N,O,1998-05-05,1998-03-01,1998-05-18,NONE,AIR,romise blit,1998
23552,1404,22,3,14.0,18275.6,0.09,0.05,N,O,1998-03-12,1998-03-03,1998-04-04,NONE,AIR,"ntegrate slyly above the careful, expr",1998
23589,549,80,1,1.0,1449.54,0.0,0.02,N,O,1998-06-02,1998-05-27,1998-06-12,NONE,AIR,g carefully slyly express theodolites.,1998
23651,224,6,1,46.0,51714.12,0.06,0.02,N,O,1997-12-10,1998-02-10,1998-01-02,NONE,AIR,sly ironic accounts nag slyl,1998
23684,1479,97,4,8.0,11043.76,0.02,0.08,N,O,1998-04-16,1998-05-06,1998-04-17,TAKE BACK RETURN,AIR,gular accounts along the,1998
23684,36,87,5,43.0,40249.29,0.01,0.08,N,O,1998-05-29,1998-05-03,1998-06-24,DELIVER IN PERSON,AIR,", ironic e",1998
23744,1414,15,3,34.0,44723.94,0.0,0.03,N,O,1998-03-15,1998-04-26,1998-03-19,NONE,AIR,ic accounts wake about,1998
23814,1975,8,2,35.0,65693.95,0.09,0.02,N,O,1998-05-30,1998-06-10,1998-06-07,DELIVER IN PERSON,AIR, final theodolites are fluff,1998
23879,1881,82,3,49.0,87361.12,0.06,0.08,N,O,1998-09-17,1998-08-22,1998-09-22,COLLECT COD,AIR,ts haggle along the furiously even dep,1998
23905,1237,49,2,8.0,9105.84,0.09,0.02,N,O,1997-12-25,1997-11-26,1998-01-22,NONE,AIR,ully pending deposits.,1998
23939,497,98,2,20.0,27949.8,0.03,0.02,N,O,1998-06-12,1998-05-20,1998-07-11,NONE,AIR,fully unus,1998
24068,190,43,7,23.0,25074.37,0.09,0.07,N,O,1998-06-19,1998-06-13,1998-07-18,NONE,AIR,beans doubt along the caref,1998
24163,1774,1,1,34.0,56976.18,0.05,0.02,N,O,1998-06-24,1998-05-21,1998-07-14,DELIVER IN PERSON,AIR,sleep slyly ,1998
24163,1325,2,6,34.0,41694.88,0.08,0.0,N,O,1998-05-08,1998-05-24,1998-05-12,TAKE BACK RETURN,AIR,"tions. regular, unusual instructions nag.",1998
24192,572,73,5,34.0,50067.38,0.01,0.01,N,O,1998-05-28,1998-05-09,1998-06-01,COLLECT COD,AIR,the dolphins. sly,1998
24359,575,66,4,16.0,23609.12,0.09,0.02,N,O,1998-05-26,1998-04-11,1998-06-17,COLLECT COD,AIR,bout the f,1998
24417,1972,73,1,16.0,29983.52,0.09,0.05,N,O,1998-09-03,1998-09-11,1998-09-15,TAKE BACK RETURN,AIR,ependencies. f,1998
24417,1994,95,3,15.0,28439.85,0.08,0.08,N,O,1998-08-04,1998-09-02,1998-08-11,TAKE BACK RETURN,AIR, nod. reque,1998
24417,1752,79,5,28.0,46305.0,0.09,0.06,N,O,1998-10-24,1998-08-17,1998-10-29,DELIVER IN PERSON,AIR,ke slyly asymptotes. special pinto beans s,1998
24423,1727,54,1,24.0,39089.28,0.1,0.07,N,O,1998-04-23,1998-04-19,1998-05-08,TAKE BACK RETURN,AIR,onically regular requests hagg,1998
24518,1463,64,1,49.0,66858.54,0.05,0.03,N,O,1998-01-18,1997-11-05,1998-01-27,COLLECT COD,AIR, packages; c,1998
24611,676,70,1,36.0,56760.12,0.02,0.03,N,O,1998-08-22,1998-09-01,1998-09-10,DELIVER IN PERSON,AIR,sts. blithely express acc,1998
24611,406,7,3,17.0,22208.8,0.07,0.05,N,O,1998-09-29,1998-08-12,1998-10-24,COLLECT COD,AIR,t the slyly ,1998
24611,1335,74,5,46.0,56871.18,0.05,0.03,N,O,1998-09-23,1998-09-10,1998-10-12,TAKE BACK RETURN,AIR,slyly silent pac,1998
24736,1590,31,6,17.0,25357.03,0.09,0.01,N,O,1998-02-11,1998-03-16,1998-03-12,TAKE BACK RETURN,AIR,usly unusu,1998
24773,1264,39,1,5.0,5826.3,0.1,0.08,N,O,1998-07-28,1998-06-11,1998-08-23,TAKE BACK RETURN,AIR,inst the quickl,1998
24773,770,35,2,29.0,48452.33,0.06,0.04,N,O,1998-08-17,1998-05-24,1998-09-07,TAKE BACK RETURN,AIR,ly special pinto beans. foxe,1998
24800,398,99,2,40.0,51935.6,0.05,0.03,N,O,1998-06-05,1998-06-07,1998-07-05,COLLECT COD,AIR,te quickly above the blithely regular plat,1998
24836,788,21,6,26.0,43908.28,0.07,0.03,N,O,1998-06-15,1998-07-09,1998-07-15,NONE,AIR,"e express, bold instr",1998
24839,1371,86,1,4.0,5089.48,0.06,0.04,N,O,1998-09-28,1998-09-21,1998-10-20,COLLECT COD,AIR,ide of the thinly regular dolph,1998
24839,800,65,2,43.0,73134.4,0.03,0.05,N,O,1998-08-11,1998-09-23,1998-08-12,NONE,AIR,regular accounts. account,1998
24839,1122,59,7,37.0,37855.44,0.01,0.04,N,O,1998-09-17,1998-09-21,1998-10-08,NONE,AIR,unusual theodolites wake aft,1998
24930,382,83,3,41.0,52577.58,0.08,0.02,N,O,1998-05-10,1998-05-26,1998-05-30,NONE,AIR,l platelets cajole furi,1998
24994,1707,50,1,11.0,17695.7,0.09,0.03,N,O,1998-10-17,1998-09-13,1998-11-12,DELIVER IN PERSON,AIR,"dolites. special, even sheaves are. excuse",1998
24994,1264,39,3,33.0,38453.58,0.04,0.0,N,O,1998-08-27,1998-09-12,1998-09-18,DELIVER IN PERSON,AIR,s. special de,1998
24995,1855,99,1,9.0,15811.65,0.06,0.05,N,O,1998-03-23,1998-01-24,1998-04-04,COLLECT COD,AIR,uriously regular deposits in,1998
24997,559,20,1,44.0,64220.2,0.01,0.0,N,O,1998-10-06,1998-08-19,1998-10-14,DELIVER IN PERSON,AIR,uriously regular theodolites. furi,1998
25029,30,31,2,12.0,11160.36,0.08,0.04,N,O,1998-02-09,1998-01-18,1998-02-22,COLLECT COD,AIR,quests wake quickly along the sp,1998
25030,929,64,3,4.0,7319.68,0.05,0.04,N,O,1998-10-24,1998-09-26,1998-10-29,DELIVER IN PERSON,AIR,ngside of the slyly ironic packages. blith,1998
25122,1030,36,2,29.0,26999.87,0.1,0.03,N,O,1998-10-02,1998-09-09,1998-10-21,TAKE BACK RETURN,AIR, do sleep across the ,1998
25124,1611,53,6,42.0,63529.62,0.07,0.01,N,O,1997-12-27,1998-02-28,1998-01-10,COLLECT COD,AIR,"its do use slyly around the regular, b",1998
25218,1776,61,7,44.0,73821.88,0.1,0.07,N,O,1998-06-05,1998-06-22,1998-06-28,COLLECT COD,AIR,rious platelets. ,1998
25219,398,55,6,1.0,1298.39,0.01,0.05,N,O,1997-12-25,1997-11-09,1998-01-05,COLLECT COD,AIR,sits. blith,1998
25283,680,74,1,48.0,75872.64,0.1,0.06,N,O,1998-09-27,1998-09-20,1998-10-11,DELIVER IN PERSON,AIR,ly special,1998
25346,1948,37,2,44.0,81397.36,0.06,0.05,N,O,1997-12-04,1997-10-16,1998-01-03,NONE,AIR, ideas. blithely regu,1998
25410,1484,63,5,9.0,12469.32,0.02,0.02,N,O,1998-05-04,1998-04-19,1998-06-03,NONE,AIR, wake around the ironic ideas. furio,1998
25410,1168,69,7,49.0,52388.84,0.06,0.05,N,O,1998-06-02,1998-04-29,1998-06-07,NONE,AIR, slyly regular excuses cajole furiously fin,1998
25415,945,80,6,9.0,16613.46,0.09,0.04,N,O,1998-03-10,1998-02-07,1998-04-09,TAKE BACK RETURN,AIR,long the fu,1998
25508,1035,71,3,5.0,4680.15,0.08,0.03,N,O,1998-09-29,1998-08-15,1998-10-07,COLLECT COD,AIR,"lly according to the final, even pin",1998
25539,55,31,3,5.0,4775.25,0.06,0.06,N,O,1998-01-06,1998-01-02,1998-01-18,NONE,AIR,posits thrash careful,1998
25600,672,73,1,16.0,25162.72,0.04,0.08,N,O,1998-08-19,1998-09-23,1998-08-21,DELIVER IN PERSON,AIR,riously silent p,1998
25604,1374,75,4,36.0,45913.32,0.09,0.0,N,O,1997-12-08,1998-01-01,1998-01-02,DELIVER IN PERSON,AIR,after the regular platelets b,1998
25636,710,43,3,30.0,48321.3,0.03,0.03,N,O,1998-10-15,1998-08-13,1998-10-20,COLLECT COD,AIR,riously ironic requests thrash quickly,1998
25670,1948,93,2,48.0,88797.12,0.02,0.03,N,O,1998-01-01,1998-03-04,1998-01-11,TAKE BACK RETURN,AIR,le quickly. fluffily special theodolit,1998
25730,1694,36,1,23.0,36700.87,0.09,0.06,N,O,1998-01-24,1997-11-12,1998-02-14,TAKE BACK RETURN,AIR,e the packages haggle ent,1998
25730,464,23,2,5.0,6822.3,0.02,0.03,N,O,1998-01-05,1997-12-28,1998-01-11,COLLECT COD,AIR,s nag quickly. a,1998
25827,967,68,1,4.0,7471.84,0.05,0.05,N,O,1998-09-14,1998-08-29,1998-10-08,TAKE BACK RETURN,AIR,special foxes. idly unusual packages kindle,1998
25893,471,72,3,14.0,19200.58,0.1,0.05,N,O,1998-01-04,1997-11-26,1998-01-19,TAKE BACK RETURN,AIR,ously above the furiou,1998
25989,561,22,1,36.0,52616.16,0.04,0.03,N,O,1998-07-20,1998-07-11,1998-08-19,COLLECT COD,AIR,arefully final packages at ,1998
26017,1678,79,1,6.0,9478.02,0.01,0.02,N,O,1998-08-30,1998-07-20,1998-09-18,DELIVER IN PERSON,AIR,s above the sl,1998
26150,165,92,1,46.0,48997.36,0.06,0.06,N,O,1998-07-03,1998-07-27,1998-07-22,NONE,AIR,ggle regular packages. pendin,1998
26273,53,4,4,36.0,34309.8,0.08,0.08,N,O,1998-03-28,1998-02-03,1998-04-17,TAKE BACK RETURN,AIR,the carefully u,1998
26273,707,72,5,28.0,45015.6,0.01,0.07,N,O,1998-02-17,1998-03-05,1998-03-04,COLLECT COD,AIR,s detect furiously. blithely regula,1998
26343,1329,68,3,17.0,20915.44,0.07,0.05,N,O,1998-07-23,1998-05-08,1998-07-26,COLLECT COD,AIR, nag blithely brave ,1998
26371,1839,26,5,27.0,47002.41,0.09,0.08,N,O,1998-09-13,1998-09-30,1998-09-21,TAKE BACK RETURN,AIR,d realms. c,1998
26400,1040,76,1,9.0,8469.36,0.0,0.07,N,O,1998-07-23,1998-06-25,1998-07-31,TAKE BACK RETURN,AIR,p blithely blithel,1998
26400,506,37,2,50.0,70325.0,0.07,0.02,N,O,1998-05-30,1998-07-01,1998-06-23,DELIVER IN PERSON,AIR,ress requests. regular dolphins nag ,1998
26403,1955,88,1,4.0,7427.8,0.01,0.01,N,O,1998-03-08,1998-02-11,1998-04-01,NONE,AIR,-- quickly slow theodo,1998
26694,1594,95,2,48.0,71788.32,0.02,0.05,N,O,1998-04-02,1998-04-02,1998-04-06,TAKE BACK RETURN,AIR,"ts nag blithely. ironic, fi",1998
26694,1518,59,3,7.0,9936.57,0.03,0.03,N,O,1998-05-25,1998-04-27,1998-06-21,NONE,AIR, even theodolites behind the bold package,1998
26727,1949,50,5,41.0,75888.54,0.09,0.06,N,O,1998-07-19,1998-07-22,1998-07-31,NONE,AIR,ly pending packages after,1998
26754,1496,97,2,27.0,37732.23,0.1,0.03,N,O,1998-03-18,1998-03-29,1998-04-05,NONE,AIR,fily ironic instructions.,1998
27008,1589,30,1,19.0,28321.02,0.06,0.04,N,O,1998-03-13,1998-04-26,1998-04-04,COLLECT COD,AIR,lose furiously. regular de,1998
27136,532,23,2,28.0,40110.84,0.01,0.06,N,O,1998-05-18,1998-05-26,1998-05-31,DELIVER IN PERSON,AIR,slyly about the always express ideas! s,1998
27234,1420,38,1,43.0,56821.06,0.08,0.05,N,O,1997-12-24,1997-12-19,1998-01-15,TAKE BACK RETURN,AIR, quickly bo,1998
27239,1084,85,1,49.0,48268.92,0.05,0.07,N,O,1998-03-17,1998-03-31,1998-04-06,NONE,AIR,y even accounts. furious,1998
27429,900,1,1,12.0,21610.8,0.09,0.03,N,O,1998-05-20,1998-07-11,1998-06-17,NONE,AIR,ages wake q,1998
27431,738,3,4,7.0,11471.11,0.08,0.04,N,O,1998-08-21,1998-07-18,1998-09-09,TAKE BACK RETURN,AIR,old instructi,1998
27462,40,66,1,2.0,1880.08,0.06,0.06,N,O,1998-04-18,1998-06-10,1998-04-24,NONE,AIR,iously regular theodolites about,1998
27492,498,28,6,10.0,13984.9,0.06,0.08,N,O,1998-05-07,1998-05-21,1998-05-08,NONE,AIR,ets are quickly slyly pending de,1998
27522,1859,89,1,40.0,70434.0,0.04,0.02,N,O,1998-03-03,1998-02-06,1998-03-09,NONE,AIR,kly special requests. ironic deposits u,1998
27584,1732,33,1,44.0,71884.12,0.07,0.0,N,O,1998-08-27,1998-06-08,1998-09-16,TAKE BACK RETURN,AIR,ironic foxes. furiously even foxes sleep ,1998
27584,1611,12,4,33.0,49916.13,0.02,0.01,N,O,1998-08-10,1998-08-02,1998-08-15,COLLECT COD,AIR,sits breach above ,1998
27584,152,31,5,24.0,25251.6,0.01,0.01,N,O,1998-07-11,1998-07-27,1998-07-31,COLLECT COD,AIR,pecial deposits boost q,1998
27588,1657,99,1,22.0,34290.3,0.03,0.03,N,O,1998-10-22,1998-10-24,1998-11-19,COLLECT COD,AIR,"g, silent requests after th",1998
27749,1181,90,5,46.0,49780.28,0.07,0.08,N,O,1998-06-04,1998-08-04,1998-06-20,NONE,AIR,dolites boost. regular platelet,1998
27751,513,4,3,42.0,59367.42,0.06,0.06,N,O,1998-04-06,1998-06-22,1998-04-10,TAKE BACK RETURN,AIR,e furiously i,1998
27847,337,38,2,3.0,3711.99,0.03,0.02,N,O,1998-08-27,1998-08-28,1998-09-19,TAKE BACK RETURN,AIR," deposits. unusual, fi",1998
27847,815,16,4,39.0,66916.59,0.08,0.06,N,O,1998-10-05,1998-10-08,1998-10-07,COLLECT COD,AIR,quests haggle permanently blithely ,1998
27905,1814,15,2,42.0,72064.02,0.08,0.0,N,O,1998-02-18,1997-12-19,1998-03-08,TAKE BACK RETURN,AIR,"gular, ironic grouches accord",1998
27940,1063,34,1,9.0,8676.54,0.02,0.03,N,O,1998-03-28,1998-01-20,1998-04-17,COLLECT COD,AIR, pinto beans detect fluffily around,1998
27942,504,5,2,45.0,63202.5,0.07,0.02,N,O,1998-01-16,1997-12-02,1998-01-30,DELIVER IN PERSON,AIR,sly. regular packages,1998
27942,390,75,5,33.0,42582.87,0.09,0.04,N,O,1998-02-18,1997-12-24,1998-02-28,NONE,AIR,carefully. furiously fin,1998
27968,642,74,2,5.0,7713.2,0.08,0.0,N,O,1998-02-10,1998-01-18,1998-02-25,COLLECT COD,AIR,foxes snooze fu,1998
28032,1687,88,2,9.0,14298.12,0.03,0.01,N,O,1998-03-16,1998-03-20,1998-04-09,NONE,AIR,egular warthogs x-ray blit,1998
28065,1938,27,5,45.0,82796.85,0.03,0.0,N,O,1998-03-08,1997-12-17,1998-03-29,NONE,AIR,to the slyly sly accounts-,1998
28102,394,79,1,30.0,38831.7,0.07,0.01,N,O,1998-03-01,1998-03-16,1998-03-22,NONE,AIR,ges with the even theodolit,1998
28132,1925,58,3,23.0,42019.16,0.03,0.06,N,O,1998-06-05,1998-07-30,1998-06-17,NONE,AIR,usly. carefully special deposits are ,1998
28133,35,61,1,14.0,13090.42,0.02,0.07,N,O,1998-05-08,1998-05-03,1998-05-29,DELIVER IN PERSON,AIR, excuses. ,1998
28164,116,95,1,20.0,20322.2,0.03,0.03,N,O,1997-12-30,1997-11-07,1998-01-09,COLLECT COD,AIR,sits. slyly final accou,1998
28293,705,2,1,41.0,65833.7,0.01,0.03,N,O,1998-01-31,1997-11-23,1998-02-10,COLLECT COD,AIR,ully even ,1998
28295,1036,37,1,39.0,36544.17,0.09,0.03,N,O,1998-03-25,1998-02-09,1998-04-17,TAKE BACK RETURN,AIR,"ymptotes are quickly express, ",1998
28326,1931,20,5,25.0,45823.25,0.01,0.01,N,O,1998-08-24,1998-09-29,1998-09-11,NONE,AIR,out the ironic packages. blithely s,1998
28326,1892,36,6,14.0,25114.46,0.08,0.06,N,O,1998-07-11,1998-10-02,1998-08-08,TAKE BACK RETURN,AIR,ts doze carefully carefully regular accoun,1998
28352,1762,89,3,45.0,74869.2,0.09,0.03,N,O,1998-01-25,1998-03-19,1998-02-24,COLLECT COD,AIR,s haggle final,1998
28391,25,26,3,12.0,11100.24,0.06,0.04,N,O,1998-01-12,1998-03-16,1998-01-30,COLLECT COD,AIR, platelets may boost according to,1998
28417,1062,98,5,31.0,29854.86,0.01,0.03,N,O,1998-02-07,1998-03-27,1998-03-03,DELIVER IN PERSON,AIR,ackages haggle furiously care,1998
28513,492,22,1,24.0,33419.76,0.05,0.06,N,O,1998-01-15,1997-12-19,1998-02-11,NONE,AIR,"final, final grouches cajole after the ",1998
28514,109,62,7,13.0,13118.3,0.0,0.02,N,O,1998-06-24,1998-08-23,1998-07-20,COLLECT COD,AIR, furiously bold d,1998
28551,1053,89,6,47.0,44840.35,0.04,0.06,N,O,1998-03-07,1998-01-02,1998-03-24,TAKE BACK RETURN,AIR,s. furiously regular instructions hagg,1998
28705,1417,57,6,26.0,34278.66,0.08,0.0,N,O,1998-01-18,1998-03-21,1998-02-05,DELIVER IN PERSON,AIR,"ts-- regular, regular asymptotes ",1998
28838,687,88,3,7.0,11113.76,0.01,0.03,N,O,1998-07-17,1998-09-03,1998-08-13,NONE,AIR,"d, regular packages. furiously blithe requ",1998
28869,1046,52,2,43.0,40722.72,0.03,0.08,N,O,1998-09-01,1998-06-17,1998-10-01,TAKE BACK RETURN,AIR,en attainments unwind care,1998
28935,372,73,2,23.0,29264.51,0.03,0.06,N,O,1998-01-02,1997-12-12,1998-01-30,NONE,AIR,sly enticing dolphins. furiously ,1998
28935,1578,79,4,35.0,51784.95,0.06,0.07,N,O,1997-12-22,1998-01-03,1998-01-14,NONE,AIR, busy excus,1998
28960,539,100,1,48.0,69097.44,0.01,0.04,N,O,1998-03-08,1998-04-15,1998-04-04,TAKE BACK RETURN,AIR,cross the careful,1998
28964,687,19,2,24.0,38104.32,0.02,0.05,N,O,1997-12-15,1998-02-03,1998-01-06,DELIVER IN PERSON,AIR,"ross the express, final deposi",1998
28994,581,82,1,31.0,45928.98,0.06,0.0,N,O,1998-09-09,1998-07-21,1998-09-19,TAKE BACK RETURN,AIR,out the slyly final d,1998
28997,347,48,2,35.0,43656.9,0.09,0.05,N,O,1998-01-10,1998-01-08,1998-02-04,NONE,AIR,s poach furiously,1998
29059,765,98,5,9.0,14991.84,0.05,0.01,N,O,1997-12-26,1997-12-28,1998-01-04,COLLECT COD,AIR,ickly unusual packages. r,1998
