l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_comment
21923,877,44,1,49.00,87115.63,0.00,0.04,N,O,1998-08-09,1998-07-26,1998-08-24,TAKE BACK RETURN,es. slyly bold deposit
21984,1494,73,2,23.00,32096.27,0.06,0.00,N,O,1998-02-20,1997-12-02,1998-02-26,COLLECT COD,", final pl"
21984,103,4,3,26.00,26080.60,0.02,0.03,N,O,1998-01-05,1997-12-28,1998-01-24,TAKE BACK RETURN,"posits nag blithely ironic, pendi"
22148,1470,71,4,12.00,16457.64,0.07,0.02,N,O,1998-03-25,1998-05-06,1998-03-31,COLLECT COD,deposits wake slyly carefully ironic fox
22247,104,31,4,34.00,34139.40,0.00,0.00,N,O,1998-05-26,1998-05-17,1998-06-16,DELIVER IN PERSON,ly under the courts. carefully bol
22277,1143,52,3,10.00,10441.40,0.09,0.01,N,O,1998-06-26,1998-06-13,1998-06-27,DELIVER IN PERSON,requests de
22310,1580,21,3,1.00,1481.58,0.06,0.08,N,O,1997-12-15,1997-12-26,1998-01-14,TAKE BACK RETURN,sublate. ironic
22340,1552,93,2,16.00,23256.80,0.08,0.08,N,O,1998-05-27,1998-07-06,1998-06-09,NONE,odolites nag furiously even packages. qui
22370,1266,4,4,24.00,28014.24,0.00,0.01,N,O,1998-04-15,1998-01-31,1998-04-25,COLLECT COD,ar foxes cajole idly unusual
22464,1928,17,2,41.00,75026.72,0.02,0.02,N,O,1998-03-29,1998-03-27,1998-04-15,NONE,g instructions a
22467,645,39,2,7.00,10819.48,0.07,0.00,N,O,1998-03-03,1998-03-07,1998-03-07,NONE,riously regular instructions na
22502,236,91,4,34.00,38631.82,0.10,0.00,N,O,1998-05-27,1998-04-20,1998-06-04,COLLECT COD,lphins. fina
22565,399,28,1,16.00,20790.24,0.03,0.02,N,O,1998-06-01,1998-04-03,1998-06-12,NONE,"special, ironic instructions boost acros"
22565,1424,64,2,37.00,49040.54,0.01,0.07,N,O,1998-02-12,1998-04-28,1998-02-17,TAKE BACK RETURN,aggle quickly. special th
22565,1451,30,4,4.00,5409.80,0.10,0.06,N,O,1998-05-29,1998-04-14,1998-06-23,TAKE BACK RETURN,s. furiously ironic dep
22593,473,32,2,24.00,32963.28,0.02,0.07,N,O,1998-08-03,1998-08-10,1998-08-18,TAKE BACK RETURN,inal excuses d
22659,662,25,2,15.00,23439.90,0.04,0.01,N,O,1998-10-03,1998-09-18,1998-11-02,TAKE BACK RETURN,y ironic dependencies are slyly agai
22659,1858,45,4,3.00,5279.55,0.06,0.08,N,O,1998-08-28,1998-08-28,1998-09-07,TAKE BACK RETURN,ely. blithely regular p
22662,1214,15,2,27.00,30110.67,0.02,0.04,N,O,1998-07-08,1998-07-26,1998-07-27,DELIVER IN PERSON,en dependencies about the regu
22788,1135,72,2,15.00,15541.95,0.02,0.01,N,O,1998-07-21,1998-07-19,1998-08-03,TAKE BACK RETURN,r instructio
23074,56,32,2,33.00,31549.65,0.01,0.00,N,O,1998-06-26,1998-08-09,1998-07-11,TAKE BACK RETURN,y final theodolites ha
23077,1103,12,3,24.00,24098.40,0.09,0.05,N,O,1998-03-29,1998-04-04,1998-04-25,DELIVER IN PERSON,ng to the fluffil
23173,1852,96,4,43.00,75415.55,0.03,0.03,N,O,1998-08-05,1998-07-29,1998-08-31,TAKE BACK RETURN,ross the instructions.
23364,1108,81,4,23.00,23209.30,0.06,0.08,N,O,1998-03-15,1998-05-13,1998-04-10,NONE,silently. iron
23364,848,48,6,48.00,83944.32,0.02,0.06,N,O,1998-05-12,1998-05-15,1998-05-25,COLLECT COD,"g accounts cajole over the even, do"
23397,1027,63,4,13.00,12064.26,0.04,0.00,N,O,1998-08-26,1998-10-14,1998-09-05,DELIVER IN PERSON,le blithely aro
23523,959,60,1,43.00,79977.85,0.06,0.02,N,O,1998-06-13,1998-06-20,1998-07-08,TAKE BACK RETURN,ual excuses boost quickly fluffily special
23553,1723,24,1,37.00,60114.64,0.06,0.04,N,O,1998-06-05,1998-07-13,1998-06-22,TAKE BACK RETURN,final depo
23589,387,88,3,44.00,56644.72,0.10,0.08,N,O,1998-08-10,1998-07-02,1998-09-01,COLLECT COD,lyly regular deposits
23589,69,95,4,32.00,31009.92,0.08,0.08,N,O,1998-05-31,1998-07-05,1998-06-07,NONE,requests. bold theodolites among the flu
23744,1972,73,1,38.00,71210.86,0.04,0.04,N,O,1998-04-19,1998-04-21,1998-04-28,DELIVER IN PERSON,. sly theodolites use across
23744,72,23,2,29.00,28190.03,0.06,0.05,N,O,1998-04-20,1998-04-20,1998-05-07,COLLECT COD,ng the enticingly pending pinto beans. s
23779,1803,4,1,44.00,75011.20,0.08,0.06,N,O,1998-07-31,1998-09-17,1998-08-29,COLLECT COD,ests above the furiou
23814,1951,52,1,19.00,35206.05,0.06,0.06,N,O,1998-07-10,1998-06-16,1998-07-25,NONE,deposits cajo
24134,404,92,1,14.00,18261.60,0.10,0.04,N,O,1998-07-12,1998-08-06,1998-07-26,NONE,efully regu
24163,1153,54,2,33.00,34786.95,0.03,0.05,N,O,1998-06-05,1998-06-16,1998-06-22,DELIVER IN PERSON,ding accounts
24164,1707,50,6,19.00,30565.30,0.04,0.05,N,O,1998-06-09,1998-08-07,1998-06-18,NONE,eposits haggle. fluffily final accounts be
24192,1585,86,6,32.00,47570.56,0.01,0.02,N,O,1998-05-08,1998-05-31,1998-06-02,COLLECT COD,uctions along the furiousl
24389,1023,24,2,45.00,41580.90,0.09,0.06,N,O,1998-04-22,1998-04-05,1998-05-14,DELIVER IN PERSON,after the ironic dolphi
24417,896,96,2,31.00,55703.59,0.07,0.04,N,O,1998-07-14,1998-08-19,1998-07-16,NONE,"nd the special, regular theodoli"
24736,480,81,5,5.00,6902.40,0.07,0.05,N,O,1998-04-06,1998-04-06,1998-04-16,NONE,deas. slyly bold pinto beans
24773,1269,81,3,13.00,15213.38,0.09,0.04,N,O,1998-05-08,1998-07-20,1998-05-12,TAKE BACK RETURN,posits boost carefully deposits. f
24800,1828,15,1,50.00,86491.00,0.03,0.04,N,O,1998-05-28,1998-06-15,1998-05-29,DELIVER IN PERSON,pending frets wake slyly across the sl
24836,1543,64,3,36.00,52003.44,0.08,0.07,N,O,1998-06-29,1998-08-03,1998-07-16,DELIVER IN PERSON,pecial dependencies haggl
24897,1173,46,3,10.00,10741.70,0.09,0.02,N,O,1998-04-23,1998-04-25,1998-05-03,COLLECT COD,across the furiously express accounts sle
24962,816,17,1,46.00,78973.26,0.08,0.02,N,O,1998-03-05,1998-03-22,1998-03-26,DELIVER IN PERSON,onic instruction
24962,1579,20,2,3.00,4441.71,0.09,0.04,N,O,1998-04-07,1998-04-25,1998-04-21,DELIVER IN PERSON,ously regular packages cajole
24992,59,35,2,5.00,4795.25,0.09,0.02,N,O,1998-06-21,1998-06-19,1998-07-15,NONE,lly regular requests. theodolites
24997,535,96,3,34.00,48808.02,0.05,0.06,N,O,1998-07-26,1998-09-24,1998-08-03,TAKE BACK RETURN,e furiously ironic deposits. carefully pe
25059,1369,70,2,3.00,3811.08,0.10,0.08,N,O,1997-12-10,1998-01-08,1998-01-05,DELIVER IN PERSON,foxes kindle. quickl
25088,515,76,1,22.00,31141.22,0.10,0.00,N,O,1998-07-01,1998-09-07,1998-07-03,NONE,e packages. carefully pending
25088,728,93,3,32.00,52119.04,0.05,0.00,N,O,1998-06-23,1998-07-24,1998-07-20,DELIVER IN PERSON,nd the furiously express theodolit
25088,855,56,4,24.00,42140.40,0.08,0.05,N,O,1998-06-24,1998-08-28,1998-07-21,NONE,dencies are carefully
25089,1396,73,1,40.00,51895.60,0.07,0.08,N,O,1998-09-13,1998-09-25,1998-10-10,TAKE BACK RETURN,"e slyly slyly special deposits. close, e"
25089,121,100,2,38.00,38802.56,0.07,0.04,N,O,1998-11-08,1998-09-18,1998-11-20,NONE,use along the final r
25122,1963,96,1,4.00,7459.84,0.01,0.05,N,O,1998-07-23,1998-08-10,1998-08-08,COLLECT COD,s. requests above the regular real
25124,136,63,1,16.00,16578.08,0.01,0.01,N,O,1998-01-05,1998-01-23,1998-01-26,TAKE BACK RETURN,efully final packages boost. furio
25124,1282,83,3,10.00,11832.80,0.00,0.03,N,O,1998-02-17,1998-01-20,1998-03-10,DELIVER IN PERSON,deposits boost quickly slyly special depos
25125,1162,35,4,25.00,26579.00,0.04,0.04,N,O,1997-12-23,1997-11-08,1998-01-08,DELIVER IN PERSON,requests unwind s
25190,194,21,2,12.00,13130.28,0.07,0.07,N,O,1998-02-24,1998-03-02,1998-03-21,DELIVER IN PERSON,structions. fi
25190,348,49,5,30.00,37450.20,0.06,0.01,N,O,1998-01-03,1998-02-17,1998-01-12,DELIVER IN PERSON,"pending, even requests. daring theodolite"
25217,50,26,3,15.00,14250.75,0.06,0.02,N,O,1998-07-13,1998-08-03,1998-07-28,DELIVER IN PERSON,ng the slyly even packages. quickly iro
25218,193,46,5,24.00,26236.56,0.09,0.04,N,O,1998-05-04,1998-06-12,1998-06-01,TAKE BACK RETURN,e final instructions. regular requests c
25220,1213,88,3,5.00,5571.05,0.09,0.03,N,O,1998-02-13,1998-01-29,1998-02-17,COLLECT COD,"ons wake above the special, e"
25222,228,10,1,48.00,54154.56,0.10,0.02,N,O,1998-01-09,1997-12-30,1998-01-22,NONE,s cajole blith
25222,1088,89,3,38.00,37585.04,0.04,0.02,N,O,1998-02-15,1998-01-28,1998-03-05,TAKE BACK RETURN,o beans. slyly
25283,1974,19,2,5.00,9379.85,0.03,0.00,N,O,1998-08-16,1998-08-12,1998-09-14,DELIVER IN PERSON,ar requests grow
25382,1835,79,1,35.00,60789.05,0.08,0.06,N,O,1998-07-10,1998-08-01,1998-07-29,NONE,sly quickl
25383,865,65,1,34.00,60039.24,0.00,0.00,N,O,1998-01-13,1998-01-08,1998-01-16,COLLECT COD,e the even instructions. blithely ironic
25410,1705,6,4,31.00,49807.70,0.02,0.03,N,O,1998-07-13,1998-05-23,1998-07-26,TAKE BACK RETURN,"pliers. ironic, sil"
25539,1205,43,2,37.00,40929.40,0.00,0.03,N,O,1997-12-24,1997-11-18,1998-01-14,NONE,ans promise. furiously unusua
25670,516,77,1,38.00,53827.38,0.07,0.01,N,O,1998-04-10,1998-02-08,1998-04-26,TAKE BACK RETURN,ongside of the
25798,1635,36,2,10.00,15366.30,0.09,0.05,N,O,1998-08-22,1998-06-13,1998-09-08,COLLECT COD,ites sleep blithely against the
25920,1193,2,3,21.00,22977.99,0.08,0.00,N,O,1997-12-28,1998-02-02,1998-01-27,TAKE BACK RETURN,e blithely even packages ha
25956,966,69,3,24.00,44807.04,0.04,0.05,N,O,1998-08-15,1998-07-24,1998-08-30,TAKE BACK RETURN,"c, silent patterns impre"
25991,1148,85,3,12.00,12589.68,0.04,0.05,N,O,1998-04-24,1998-05-24,1998-05-01,COLLECT COD,fluffily regular accounts
26019,1376,77,1,41.00,52372.17,0.04,0.07,N,O,1998-03-13,1998-01-30,1998-04-05,DELIVER IN PERSON,e furiously regular theodolites. idea
26019,275,3,3,33.00,38783.91,0.02,0.08,N,O,1998-02-09,1998-01-16,1998-02-20,NONE,ses wake carefully
26085,205,6,2,1.00,1105.20,0.04,0.04,N,O,1998-03-02,1998-02-25,1998-03-25,COLLECT COD,regular accounts wake
26118,762,63,2,7.00,11639.32,0.00,0.02,N,O,1997-12-28,1998-01-16,1998-01-02,DELIVER IN PERSON,regular requests. expres
26150,532,93,2,18.00,25785.54,0.07,0.00,N,O,1998-08-12,1998-08-03,1998-08-23,TAKE BACK RETURN,aggle quick
26400,303,88,5,3.00,3609.90,0.00,0.08,N,O,1998-05-23,1998-06-26,1998-06-11,COLLECT COD,the final accounts. carefull
26560,1622,46,1,34.00,51803.08,0.10,0.07,N,O,1998-03-06,1998-01-22,1998-03-07,DELIVER IN PERSON,ruthlessly regular foxes wake alongside of
26560,652,84,2,35.00,54342.75,0.08,0.01,N,O,1997-12-29,1998-02-08,1998-01-16,NONE,-ray. special warhor
26562,1107,80,1,21.00,21170.10,0.04,0.06,N,O,1998-05-15,1998-06-08,1998-05-21,TAKE BACK RETURN,sly ironic theodolites brea
26817,1944,45,3,11.00,20305.34,0.03,0.06,N,O,1998-07-27,1998-06-21,1998-07-30,COLLECT COD,ctions wake fluffily across the b
26849,1474,14,1,46.00,63271.62,0.09,0.01,N,O,1998-06-20,1998-05-13,1998-07-08,NONE,carefully dolphins. packages affix fu
27008,1361,62,2,34.00,42920.24,0.07,0.02,N,O,1998-05-30,1998-04-25,1998-06-29,TAKE BACK RETURN,"ets? ironic, silent account"
27075,603,66,1,30.00,45108.00,0.09,0.04,N,O,1998-08-22,1998-07-05,1998-09-09,DELIVER IN PERSON,ng pinto beans. final
27136,636,68,1,7.00,10756.41,0.07,0.03,N,O,1998-06-13,1998-06-17,1998-07-07,NONE,are slyly pending deposits. carefully
27136,1165,2,4,3.00,3198.48,0.00,0.04,N,O,1998-06-01,1998-07-03,1998-06-02,TAKE BACK RETURN,s haggle after the quickly bold pint
27170,679,73,6,11.00,17376.37,0.00,0.00,N,O,1998-07-21,1998-08-13,1998-08-12,NONE,ajole around
27234,1774,17,2,18.00,30163.86,0.05,0.08,N,O,1998-01-17,1997-11-23,1998-02-16,COLLECT COD,y special de
27365,28,79,1,4.00,3712.08,0.04,0.05,N,O,1997-12-08,1997-09-21,1998-01-03,NONE,ial platelets. pending
27462,960,63,7,28.00,52106.88,0.09,0.07,N,O,1998-06-30,1998-05-18,1998-07-06,DELIVER IN PERSON,lites cajole furi
27492,176,77,2,4.00,4304.68,0.02,0.06,N,O,1998-05-04,1998-06-07,1998-05-10,NONE,aggle carefully
27492,150,29,5,19.00,19952.85,0.02,0.01,N,O,1998-05-24,1998-05-10,1998-06-07,NONE,furiously; blithely bold depende
27522,66,67,6,30.00,28981.80,0.09,0.04,N,O,1998-04-15,1998-02-23,1998-04-19,TAKE BACK RETURN,sits wake furiously silent pinto be
27586,978,13,2,33.00,62006.01,0.04,0.07,N,O,1998-02-22,1998-02-14,1998-02-28,COLLECT COD,ons haggle furiously above the pending ins
27591,1700,83,1,19.00,30432.30,0.06,0.01,N,O,1998-02-09,1998-02-27,1998-03-06,COLLECT COD,the final plate
27651,1645,28,2,35.00,54132.40,0.05,0.00,N,O,1998-02-03,1997-12-31,1998-02-13,COLLECT COD,g the fluffily even fo
27651,898,65,3,31.00,55765.59,0.04,0.08,N,O,1998-01-30,1998-01-14,1998-02-12,TAKE BACK RETURN,ely slow deposi
27655,1088,94,1,1.00,989.08,0.05,0.05,N,O,1998-01-29,1998-02-27,1998-02-09,COLLECT COD,accounts sleep blithely. ironic instr
27655,919,88,2,27.00,49137.57,0.08,0.04,N,O,1998-03-31,1998-03-04,1998-04-22,TAKE BACK RETURN,requests nag. daringly pending requests
27749,367,96,2,15.00,19010.40,0.04,0.04,N,O,1998-08-17,1998-06-25,1998-08-25,COLLECT COD,eposits haggle furiously qui
27749,1651,75,6,10.00,15526.50,0.02,0.05,N,O,1998-06-07,1998-07-23,1998-06-13,NONE,express pinto beans. theodolites c
27777,1986,75,2,23.00,43423.54,0.01,0.07,N,O,1998-09-12,1998-08-23,1998-09-21,NONE,pending pinto beans. fluffily eve
27814,451,81,6,14.00,18920.30,0.06,0.00,N,O,1998-02-16,1997-12-05,1998-03-11,DELIVER IN PERSON,", enticing ideas sleep fu"
27940,937,6,3,25.00,45948.25,0.02,0.04,N,O,1998-02-17,1998-01-10,1998-03-15,DELIVER IN PERSON,"special, regular theodolites haggle sly"
27943,585,46,2,22.00,32682.76,0.00,0.08,N,O,1998-03-29,1998-01-28,1998-04-24,COLLECT COD,ts. blithely special requests nag en
28065,1496,75,1,21.00,29347.29,0.10,0.08,N,O,1998-03-03,1998-01-24,1998-03-12,TAKE BACK RETURN,along the carefully slow depo
28101,1004,40,2,26.00,23530.00,0.01,0.02,N,O,1998-06-02,1998-06-12,1998-06-10,TAKE BACK RETURN,posits? evenly even asymptotes at the
28132,666,29,4,6.00,9399.96,0.02,0.02,N,O,1998-06-16,1998-07-09,1998-07-11,DELIVER IN PERSON,ackages. al
28192,1630,54,3,19.00,29100.97,0.10,0.06,N,O,1997-12-11,1997-11-24,1998-01-09,NONE,dly ironic accounts boost slyly blithely
28257,1202,14,1,37.00,40818.40,0.04,0.05,N,O,1998-08-08,1998-05-30,1998-08-09,NONE,"against the ironic, ironic packages"
28295,188,41,4,11.00,11969.98,0.07,0.02,N,O,1997-12-17,1998-02-27,1998-01-04,NONE,deposits was. slyly even excuses cajole e
28326,272,73,3,36.00,42201.72,0.09,0.04,N,O,1998-09-22,1998-08-10,1998-09-23,TAKE BACK RETURN,nts use fluffily after the foxes. furi
28386,1749,76,3,43.00,70981.82,0.03,0.08,N,O,1998-06-08,1998-03-29,1998-06-20,COLLECT COD,he regular pinto beans
28514,173,26,3,48.00,51512.16,0.00,0.03,N,O,1998-06-29,1998-08-17,1998-07-08,DELIVER IN PERSON,. quickly final deposits poach
28514,1145,46,4,19.00,19876.66,0.04,0.01,N,O,1998-06-09,1998-08-21,1998-06-17,DELIVER IN PERSON,ep. regular reque
28514,1750,77,6,30.00,49552.50,0.01,0.04,N,O,1998-07-27,1998-07-24,1998-08-14,NONE,luffy deposits dazzle carefu
28548,351,80,4,18.00,22524.30,0.00,0.00,N,O,1998-04-01,1998-04-02,1998-04-16,COLLECT COD,ost quickly blithely final accounts
28551,1043,44,5,41.00,38705.64,0.07,0.00,N,O,1998-03-31,1998-02-11,1998-04-16,TAKE BACK RETURN,y regular deposits. furiou
28576,86,62,6,12.00,11832.96,0.00,0.06,N,O,1998-06-01,1998-06-08,1998-06-21,TAKE BACK RETURN,al instructions. regular requests are
28578,1188,25,4,12.00,13070.16,0.01,0.08,N,O,1998-07-06,1998-07-26,1998-07-23,TAKE BACK RETURN,"e pending, final dep"
28676,1469,70,2,36.00,49336.56,0.02,0.06,N,O,1998-07-09,1998-07-31,1998-08-03,NONE,ttainments. bold requests nag qu
28705,1761,62,3,14.00,23278.64,0.09,0.04,N,O,1998-03-29,1998-02-05,1998-04-14,NONE,"quests wake furiously express, final"
28705,815,49,7,30.00,51474.30,0.01,0.03,N,O,1998-03-24,1998-03-07,1998-03-29,NONE,"slyly. express, final"
28869,1987,20,1,9.00,17000.82,0.03,0.03,N,O,1998-07-04,1998-07-17,1998-07-26,DELIVER IN PERSON,c instructions around the carefully specia
28930,1051,87,2,33.00,31417.65,0.02,0.04,N,O,1997-12-11,1998-03-08,1998-01-03,TAKE BACK RETURN,arefully. blithely unusual packages sleep.
28935,463,22,7,29.00,39540.34,0.10,0.02,N,O,1998-02-05,1998-01-08,1998-02-20,NONE,arefully across the slyly stealthy ac
28964,1537,58,6,23.00,33086.19,0.01,0.05,N,O,1997-12-19,1998-01-05,1998-01-01,TAKE BACK RETURN,ages haggle about the
28997,472,2,4,17.00,23331.99,0.09,0.08,N,O,1998-02-16,1997-12-18,1998-03-08,COLLECT COD,onic requests. carefu
29122,182,61,4,9.00,9739.62,0.04,0.03,N,O,1998-09-07,1998-06-22,1998-10-07,DELIVER IN PERSON,"ions sleep furiously even, ironic deposi"
29186,664,96,1,37.00,57892.42,0.02,0.01,N,O,1998-06-22,1998-05-14,1998-07-15,COLLECT COD,eposits are furiously. furious
29248,604,36,3,40.00,60184.00,0.09,0.05,N,O,1998-05-16,1998-05-08,1998-06-15,NONE,regular requests. furiously special p
29283,1564,45,2,38.00,55691.28,0.06,0.04,N,O,1998-03-29,1998-03-02,1998-04-04,NONE,bold packages sublate slyly; fluffi
29283,270,71,3,47.00,55002.69,0.10,0.01,N,O,1998-01-26,1998-03-04,1998-02-19,DELIVER IN PERSON,nusual forges. regular pinto beans wake bl
29313,1526,47,2,32.00,45680.64,0.08,0.00,N,O,1998-10-11,1998-07-19,1998-11-10,DELIVER IN PERSON,ss platelets boost
29313,610,4,6,24.00,36254.64,0.02,0.03,N,O,1998-08-23,1998-09-06,1998-08-28,COLLECT COD,ges. busy dependencies cajole. ironic i
29348,150,77,1,30.00,31504.50,0.01,0.02,N,O,1998-08-13,1998-08-22,1998-08-30,DELIVER IN PERSON,silent deposits cajol
29348,1464,82,2,42.00,57349.32,0.04,0.01,N,O,1998-06-02,1998-08-17,1998-06-04,NONE,otornis. regular theodolites
29348,1796,97,5,4.00,6791.16,0.06,0.07,N,O,1998-08-26,1998-08-16,1998-09-12,TAKE BACK RETURN,blithely final requests.
29477,1346,61,4,47.00,58624.98,0.02,0.04,N,O,1998-02-11,1998-02-23,1998-03-06,NONE,cial escapades. carefully bold requests caj
29601,319,20,5,49.00,59746.19,0.04,0.00,N,O,1998-07-19,1998-08-10,1998-07-25,DELIVER IN PERSON,"old requests cajole slyly. regular, u"
29603,740,37,4,43.00,70551.82,0.08,0.01,N,O,1998-10-31,1998-08-27,1998-11-23,COLLECT COD,. carefully pending dep
29606,327,12,3,16.00,19637.12,0.00,0.05,N,O,1998-07-28,1998-06-01,1998-08-13,DELIVER IN PERSON,blithely ironic pack
30084,1164,37,2,30.00,31954.80,0.00,0.07,N,O,1998-01-12,1997-12-24,1998-01-22,DELIVER IN PERSON,unusual requests. special accounts
30119,187,66,4,29.00,31528.22,0.07,0.07,N,O,1998-08-02,1998-09-01,1998-09-01,DELIVER IN PERSON,ar deposits sleep fluffily above the
30145,473,74,2,43.00,59059.21,0.10,0.07,N,O,1998-09-24,1998-08-17,1998-10-23,COLLECT COD,the slyly special
30146,1730,15,1,14.00,22844.22,0.08,0.04,N,O,1998-06-04,1998-07-06,1998-06-15,TAKE BACK RETURN,ly slyly regular
30179,835,69,7,6.00,10414.98,0.02,0.07,N,O,1998-01-13,1998-01-11,1998-02-09,DELIVER IN PERSON,y busy pinto beans sleep carefully b
30212,1648,90,6,22.00,34092.08,0.08,0.04,N,O,1998-03-08,1998-01-21,1998-03-17,NONE,y alongside of th
30245,451,10,2,34.00,45949.30,0.04,0.05,N,O,1998-03-27,1998-01-16,1998-04-01,NONE,"ng to the unusual, unusual instru"
30247,772,5,3,13.00,21746.01,0.03,0.07,N,O,1998-07-17,1998-07-12,1998-08-10,DELIVER IN PERSON,"according to the express, bold packag"
30275,1110,47,2,6.00,6066.66,0.03,0.04,N,O,1998-01-07,1997-12-18,1998-01-14,DELIVER IN PERSON,es. pending foxes print along the blithely
30277,1714,57,3,49.00,79169.79,0.03,0.03,N,O,1998-02-10,1998-03-20,1998-02-21,TAKE BACK RETURN,nts. slyly express deposits around the furi
30500,451,10,5,24.00,32434.80,0.10,0.01,N,O,1998-07-12,1998-05-31,1998-07-30,DELIVER IN PERSON,ets believe. thin
30594,782,15,3,24.00,40386.72,0.00,0.07,N,O,1998-02-02,1997-11-25,1998-03-01,DELIVER IN PERSON,"ay. bold, final packages are alongside of t"
30624,1160,61,2,22.00,23345.52,0.04,0.02,N,O,1998-09-21,1998-09-25,1998-09-26,DELIVER IN PERSON,ly. regular instructions
30624,1484,63,5,14.00,19396.72,0.06,0.03,N,O,1998-09-28,1998-10-07,1998-10-20,COLLECT COD,c asymptotes wake carefully. accounts wake
30630,1501,42,2,8.00,11220.00,0.10,0.00,N,O,1998-09-01,1998-10-25,1998-09-15,COLLECT COD,es cajole slyly among the pa
30663,167,46,3,23.00,24544.68,0.06,0.06,N,O,1998-07-15,1998-06-09,1998-08-08,NONE,"ar pinto beans. even, ironic foxes cajole c"
30695,1091,27,4,34.00,33731.06,0.05,0.06,N,O,1998-04-12,1998-04-03,1998-05-09,COLLECT COD,the fluffily even ideas. blith
30755,1103,76,1,31.00,31127.10,0.04,0.01,N,O,1998-02-17,1998-05-02,1998-03-18,NONE,ly ruthless ideas. even
30983,1569,10,4,13.00,19117.28,0.05,0.04,N,O,1998-04-10,1998-04-22,1998-05-07,NONE,ic accounts boost furiously requ
31328,1303,80,3,24.00,28903.20,0.00,0.08,N,O,1998-06-15,1998-07-01,1998-07-12,DELIVER IN PERSON,"ess asymptotes sleep. final, expr"
31331,165,66,4,8.00,8521.28,0.03,0.05,N,O,1998-07-15,1998-09-03,1998-08-11,DELIVER IN PERSON,ly final requests. carefully express attain
31331,1357,34,6,3.00,3775.05,0.05,0.07,N,O,1998-07-31,1998-08-29,1998-08-06,TAKE BACK RETURN,s. slyly regular dep
31398,46,22,1,28.00,26489.12,0.01,0.02,N,O,1998-03-03,1998-04-13,1998-04-02,TAKE BACK RETURN,carefully ironic deposit
31398,778,79,6,13.00,21824.01,0.00,0.07,N,O,1998-05-27,1998-03-28,1998-06-20,COLLECT COD,y special foxes affix slyly
31458,1786,87,3,26.00,43882.28,0.02,0.03,N,O,1998-07-11,1998-05-21,1998-08-10,TAKE BACK RETURN,quickly even pinto beans. boldly ironic
31494,1334,73,1,3.00,3705.99,0.04,0.08,N,O,1998-06-10,1998-05-20,1998-07-09,DELIVER IN PERSON,p furiously blithely iron
31494,1613,14,2,27.00,40894.47,0.03,0.06,N,O,1998-07-30,1998-06-03,1998-08-06,COLLECT COD,furiously pending accounts. foxes wake s
31559,1190,63,4,29.00,31644.51,0.09,0.07,N,O,1998-03-04,1997-12-19,1998-03-30,NONE,foxes about the q
31587,204,5,3,11.00,12146.20,0.06,0.06,N,O,1998-03-01,1998-04-03,1998-03-12,DELIVER IN PERSON,arefully dogged theodolites wa
31649,1595,76,3,7.00,10476.13,0.08,0.04,N,O,1998-03-07,1998-04-24,1998-03-19,NONE,eep beyond the specia
31649,1354,69,4,16.00,20085.60,0.09,0.05,N,O,1998-03-20,1998-04-13,1998-03-28,COLLECT COD,ntegrate blithely above the furiously u
31713,360,89,5,13.00,16384.68,0.08,0.04,N,O,1998-02-25,1998-04-13,1998-03-15,DELIVER IN PERSON,sual platelets detect. qui
31811,1259,60,2,2.00,2320.50,0.05,0.05,N,O,1998-07-25,1998-05-15,1998-08-19,TAKE BACK RETURN,packages are quickly above the slyly sly
31968,1911,100,2,22.00,39884.02,0.09,0.01,N,O,1998-08-05,1998-08-21,1998-08-21,NONE,ular Tiresi
31971,1500,1,1,39.00,54658.50,0.00,0.04,N,O,1998-07-14,1998-07-04,1998-07-24,NONE,ages. blithely regular ideas wake furi
31974,1718,19,3,2.00,3239.42,0.03,0.06,N,O,1998-07-12,1998-06-24,1998-07-16,COLLECT COD,o beans. fu
32039,255,83,1,5.00,5776.25,0.00,0.08,N,O,1998-03-12,1998-03-28,1998-03-29,COLLECT COD,ongside of the
32039,762,63,2,36.00,59859.36,0.07,0.06,N,O,1998-02-14,1998-04-11,1998-03-13,COLLECT COD,ng the care
32066,364,65,5,26.00,32873.36,0.00,0.05,N,O,1998-11-07,1998-08-22,1998-12-07,COLLECT COD,"g, even foxes. pending excuses"
32066,903,6,6,15.00,27058.50,0.02,0.08,N,O,1998-10-22,1998-10-02,1998-11-19,DELIVER IN PERSON,gular asymptotes cajole fluffily. furio
32262,232,60,5,42.00,47553.66,0.01,0.03,N,O,1998-05-18,1998-06-18,1998-05-21,DELIVER IN PERSON,le instead of the quickly thin exc
32262,771,4,7,21.00,35107.17,0.10,0.01,N,O,1998-08-26,1998-07-10,1998-09-10,TAKE BACK RETURN,es. even requests integrate furious
32384,604,5,3,44.00,66202.40,0.07,0.00,N,O,1998-08-05,1998-06-01,1998-08-22,TAKE BACK RETURN,ideas sleep furio
32416,1822,52,2,23.00,39647.86,0.06,0.07,N,O,1998-03-24,1998-03-09,1998-04-10,COLLECT COD,. carefully eve
32679,1575,56,2,37.00,54633.09,0.00,0.06,N,O,1998-02-23,1998-02-04,1998-03-25,COLLECT COD,"to the regular, even ideas. carefully"
32736,1384,99,1,9.00,11568.42,0.02,0.00,N,O,1998-04-25,1998-03-30,1998-05-13,TAKE BACK RETURN,ly even re
